400,2011-04-12 - 2011-04-19,401,2011-04-15 - 2011-04-22,1,16911,1786,9.51361763604,28.531412565
401,2011-04-15 - 2011-04-22,402,2011-04-18 - 2011-04-25,1,13145,1551,14.25869154,31.3716814159
402,2011-04-18 - 2011-04-25,403,2011-04-21 - 2011-04-28,1,11185,1429,17.6968359088,33.4420121099
403,2011-04-21 - 2011-04-28,404,2011-04-24 - 2011-05-01,1,10103,1322,20.2100773969,34.1305430992
404,2011-04-24 - 2011-05-01,405,2011-04-27 - 2011-05-04,1,9360,1155,27.6549698562,40.738840431
405,2011-04-27 - 2011-05-04,406,2011-04-30 - 2011-05-07,1,11297,1298,18.2265653275,36.1848574238
406,2011-04-30 - 2011-05-07,407,2011-05-03 - 2011-05-10,1,10633,1260,25.7834857263,39.7417503587
407,2011-05-03 - 2011-05-10,408,2011-05-06 - 2011-05-13,1,12486,1433,15.4179650454,30.9397590361
408,2011-05-06 - 2011-05-13,409,2011-05-09 - 2011-05-16,1,11644,1303,18.4708024086,35.3349875931
409,2011-05-09 - 2011-05-16,410,2011-05-12 - 2011-05-19,1,3397,871,74.7866102576,56.5586034913
410,2011-05-12 - 2011-05-19,411,2011-05-15 - 2011-05-22,1,9686,1229,28.2412209216,39.6661757486
411,2011-05-15 - 2011-05-22,412,2011-05-18 - 2011-05-25,1,3148,888,77.7211606511,56.935014549
412,2011-05-18 - 2011-05-25,413,2011-05-21 - 2011-05-28,1,11467,1326,19.4337103913,36.1886429259
413,2011-05-21 - 2011-05-28,414,2011-05-24 - 2011-05-31,1,10882,1279,22.054294105,36.9950738916
414,2011-05-24 - 2011-05-31,415,2011-05-27 - 2011-06-03,1,11469,1330,16.0087879897,32.9974811083
415,2011-05-27 - 2011-06-03,416,2011-05-30 - 2011-06-06,1,10977,1258,21.7270393611,38.0905511811
416,2011-05-30 - 2011-06-06,417,2011-06-02 - 2011-06-09,1,11242,1319,20.6409713398,35.6585365854
417,2011-06-02 - 2011-06-09,418,2011-06-05 - 2011-06-12,1,11143,1328,19.5509349505,35.5965082444
418,2011-06-05 - 2011-06-12,419,2011-06-08 - 2011-06-15,1,11465,1297,18.647555524,37.0999030068
419,2011-06-08 - 2011-06-15,420,2011-06-11 - 2011-06-18,1,11375,1310,23.513986014,38.584153774
420,2011-06-11 - 2011-06-18,421,2011-06-14 - 2011-06-21,1,3714,958,75.615520977,54.8326261198
421,2011-06-14 - 2011-06-21,422,2011-06-17 - 2011-06-24,1,11791,1307,17.6778607834,35.0720317933
422,2011-06-17 - 2011-06-24,423,2011-06-20 - 2011-06-27,1,3347,811,77.3897183003,59.6918489066
423,2011-06-20 - 2011-06-27,424,2011-06-23 - 2011-06-30,1,3768,897,74.6655012439,55.2841475573
424,2011-06-23 - 2011-06-30,425,2011-06-26 - 2011-07-03,1,11652,1185,20.9873194548,40.0303643725
425,2011-06-26 - 2011-07-03,426,2011-06-29 - 2011-07-06,1,3509,844,77.6795369251,58.8292682927
426,2011-06-29 - 2011-07-06,427,2011-07-02 - 2011-07-09,1,3815,931,76.0379373155,55.6877677297
427,2011-07-02 - 2011-07-09,428,2011-07-05 - 2011-07-12,1,12797,1345,19.4447941584,35.3676117251
428,2011-07-05 - 2011-07-12,429,2011-07-08 - 2011-07-15,1,3648,893,75.4277246396,54.2754736303
429,2011-07-08 - 2011-07-15,430,2011-07-11 - 2011-07-18,1,11125,1136,23.275862069,40.3987408185
430,2011-07-11 - 2011-07-18,431,2011-07-14 - 2011-07-21,1,12289,1265,16.7355511891,35.1614556638
431,2011-07-14 - 2011-07-21,432,2011-07-17 - 2011-07-24,1,11444,1208,22.1390665397,38.2728666326
432,2011-07-17 - 2011-07-24,433,2011-07-20 - 2011-07-27,1,3341,853,77.9092832584,58.0216535433
433,2011-07-20 - 2011-07-27,434,2011-07-23 - 2011-07-30,1,12680,1306,18.4461023926,36.23046875
434,2011-07-23 - 2011-07-30,435,2011-07-26 - 2011-08-02,1,12343,1292,20.9795134443,37.6146788991
